state,fips,county,air_pollution,alcohol_driving_deaths,days_poor_mental_health,days_poor_physical_health,dentists,diabetes,drinking_excessive,exercise_access,flu_vaccinations,food_env_index,frequent_ment_distress,frequent_phys_distress,homeownership,income_inequality,injury_deaths,life_expectancy,life_expectancy_white,median_household_income,obesity,physical_inactivity,poor_fair_health,pop_non_english_speaker,premature_age_adjusted_mortality,premature_death,premature_death_white,prevent_hospital_stays,prevent_hospital_stays_white,primary_care_physicians,sexually_transmitted_infections,smoking,social_associations,some_college,unemployment,uninsured,bonding,bridging,linking,socialcap,pop_female,median_age,pop,pop_white,pop_black,pop_natam,pop_asian,pop_pacific,pop_hisplat,pop_over_15,pop_never_married,pop_some_college,employees_muni,employees_state,employees_fed,median_income,gini,pop_labor_force,pop_unemployed,median_monthly_housing_cost,total_adherents,protestant,catholic,orthodox,muslim,jewish,other_adherents,county_name,urban,region,democrat_2000,democrat_2004,democrat_2008,democrat_2012,democrat_2016,democrat_2020,republican_2000,republican_2004,republican_2008,republican_2012,republican_2016,republican_2020,gap_2000,gap_2004,gap_2008,gap_2012,gap_2016,gap_2020
MT,30037,Golden Valley County,4.8,NA,3.8287520743,3.7360060118,0,0.056,0.1919288554,0.0124434389,0.3,4.5,0.1250094988,0.1148982682,0.7448071217,3.7662620303,NA,NA,NA,38782,0.262,0.238,0.1455901869,0.0028208745,NA,NA,NA,NA,NA,0.001216545,NA,0.1554080208,0,0.5280898876,0.0460704607,0.1435810811,0.6955472826957703,0.3918912708759308,0.30596497654914856,1.3934035301208496,0.500669344042838,54,747,0.9036144578313253,0.040160642570281124,0,0,0,0.08701472556894244,625,0.152,0.20883534136546184,48.19277108433735,9.370816599732263,16.064257028112447,43854,0.4227,367,43.596730245231605,487,245.47511312217193,62.217194570135746,183.2579185520362,0,0,0,0,Golden Valley,rural,Mountain,16.6,22.8,25.2,23,15,NA,76.3,75.9,69.7,73.3,77,NA,59.7,53.10000000000001,44.5,50.3,62,NA
MT,30039,Granite County,6.7,0.125,3.4631021817,3.3519689939,0,0.108,0.1972329399,0.6960051965,0.28,8,0.1106959527,0.1006910721,0.72421875,3.5752118644,96.659215852,83.369938392,83.227999657,48410,0.231,0.2,0.1226295517,0,275.10205879,5600.4731758,5772.6712577,2727,2734,2.977963e-4,NA,0.141929136,0,0.521575985,0.0537313433,0.1367303609,0.6951754689216614,0.1809303313493729,0.26628223061561584,1.1423879861831665,0.4940736119775421,53.1,3206,0.9666250779787897,0.0012476606363069245,0.004366812227074236,6.238303181534623e-4,0,0.021522145976294448,2734,0.16605705925384054,0.23986275733000623,37.42981908920773,32.43917654398003,16.531503431066753,49063,0.4755,1296,69.44444444444444,564,236.11562195518027,55.86229295225723,81.19519324455993,0,0,0,99.0581357583631,Granite,rural,Mountain,18.6,25.2,35,31.3,26.6,NA,74.3,71.3,59,64.9,67.1,NA,55.7,46.099999999999994,24,33.60000000000001,40.49999999999999,NA
MT,30041,Hill County,6.1,0.4117647059,4.1202656486,4.2170777999,9.175996e-4,0.105,0.2273568402,0.7562748509,0.31,6.4,0.1367995804,0.1278810018,0.6163532037,4.547810237,83.616093068,76.767565737,79.92067381,50136,0.381,0.272,0.1688340862,0.0014654943,420.47148884,9359.1784241,5937.1653749,3442,2168,6.074227e-4,941.5,0.2291344156,10.933608698,0.6308470291,0.0359910679,0.1277529816,0.6761403679847717,0.21125563979148865,0.25964733958244324,1.1470433473587036,0.49404906485304834,34.4,16468,0.707675491863007,0.0026111246052951177,0.24192373087199417,0.004493563274228807,0,0.034794753461258196,12643,0.329905876769754,0.2247996113675006,65.94607724070924,31.333495263541415,13.66286130677678,45269,0.4407,7629,63.57320749770612,620,377.42296222664015,227.01292246520873,113.07157057654075,0,0,0,37.338469184890656,Hill,urban_cluster,Mountain,42.1,45,54,49.9,36.8,NA,51.7,52.7,41.8,46.4,54,NA,9.6,7.700000000000003,12.200000000000005,3.5,17.200000000000003,NA
MT,30043,Jefferson County,7.3,0.2857142857,3.3418437794,3.2195453563,4.959907e-4,0.071,0.2042041531,0.5647904612,0.45,8.7,0.1068303567,0.0982073966,0.8496849685,4.1752648709,86.376261771,80.219745398,79.995115956,68381,0.265,0.228,0.1161114888,3.53951e-4,276.05909506,5994.5262998,6087.1023275,3004,3060,7.568749e-4,210.2,0.1451936762,6.7277773106,0.7046263345,0.038365897,0.0834665814,0.7186359763145447,0.2921162247657776,0.3491140604019165,1.3598662614822388,0.48774193548387096,47.9,11625,0.9470967741935484,5.161290322580645e-4,0.014451612903225806,0.002064516129032258,0,0.023053763440860214,9748,0.23184242921624948,0.24455913978494623,30.27956989247312,67.44086021505376,20.38709677419355,64911,0.4194,5624,57.25462304409673,883,222.33911976152902,84.95528669121515,86.79642293529722,0,0,0,50.587410135016654,Jefferson,urban_cluster,Mountain,29.3,32.1,40.7,34.8,29.8,NA,64.1,65.5,55.8,62.2,62.2,NA,34.8,33.4,15.099999999999994,27.40000000000001,32.400000000000006,NA
MT,30045,Judith Basin County,4.5,0.1111111111,3.5805000021,3.514064224,0,0.092,0.188573817,0.0859073359,0.34,6.6,0.1169299694,0.1085969743,0.7323943662,4.2854457831,NA,85.285544366,85.119988975,50197,0.312,0.295,0.1326631824,0,210.18443647,3363.1587399,3460.0959476,647,671,0,NA,0.1498125135,0,0.7479674797,0.0336956522,0.1178497588,0.7065619230270386,0.3248225748538971,0.31920501589775085,1.3505895137786863,0.467175572519084,51.7,1965,0.9740458015267176,0,0.013740458015267175,0,0,0.02340966921119593,1714,0.2012835472578763,0.24529262086513995,60.05089058524173,24.427480916030532,21.37404580152672,43281,0.4534,994,29.175050301810867,571,583.011583011583,109.55598455598457,472.007722007722,0,0,0,1.4478764478764479,Judith Basin,rural,Mountain,19.9,25,32.1,27.7,19.5,NA,75.8,73.4,64.8,70.3,72.2,NA,55.9,48.400000000000006,32.699999999999996,42.599999999999994,52.7,NA
MT,30047,Lake County,8.8,0.6052631579,4.3022423488,4.2472201341,8.595041e-4,0.094,0.1772809417,0.5452932582,0.38,7.9,0.1417259773,0.1334373753,0.7216642755,4.9135268024,117.57829034,77.904741022,81.417520993,44833,0.29,0.223,0.1724931126,0.0049102183,388.70383945,9607.0045233,6057.4207013,4902,4060,6.936874e-4,591.3,0.1952538709,9.2491659234,0.6172419381,0.0428625809,0.1530357757,0.6203933358192444,0.24430514872074127,0.2982441782951355,1.16294264793396,0.505555931973711,41.8,29518,0.6769090046751135,0.0022698014770648417,0.24364794362761705,0.0034216410325902838,0.0013212277254556542,0.04271969645639948,23548,0.2584508238491592,0.24300426858188223,36.58784470492581,20.834744901416087,29.134765227996475,42582,0.4808,12899,80.0837274207303,719,392.7850831420024,164.96208168092951,177.41598831141724,0,0,0,50.407013149655604,Lake,urban_cluster,Mountain,33.9,39.4,48.6,43.6,36.2,NA,56.3,57.6,46.7,53.6,57.1,NA,22.4,18.200000000000003,1.8999999999999984,10,20.9,NA
MT,30049,Lewis and Clark County,6.1,0.3255813953,3.425342657,3.436681894,8.296943e-4,0.082,0.2069364575,0.7817335752,0.47,8.1,0.1094667671,0.1026937178,0.6853956835,3.9992444141,96.12265608,79.457896553,79.573273965,63860,0.267,0.196,0.1259150402,0.0011879306,319.9978067,6902.6977404,6783.6842628,3066,2929,9.295737e-4,376.3,0.1414021642,21.837604946,0.7352024922,0.0332252151,0.0770145649,0.7116304636001587,0.2706894874572754,0.3183198869228363,1.3006398677825928,0.5037260521949012,41.1,66290,0.9381958063056268,0.0033187509428269724,0.019610801025795745,0.006637501885653945,6.788354201236989e-4,0.030804042842057625,54386,0.272220792115618,0.2310303213154322,32.38799215567959,87.23789410167446,30.291144969075273,60789,0.4061,35243,31.921232585194222,923,386.8286142440255,197.27107816073823,138.81220916476065,0.2366117201672056,0,0,50.50871519835949,Lewis and Clark,urban_cluster,Mountain,36.6,42.6,51.2,46.9,42,NA,55.3,55.3,44.8,50.4,49,NA,18.699999999999996,12.699999999999996,6.400000000000006,3.5,7,NA
MT,30051,Liberty County,5.9,1,3.4432190631,3.3598189516,4.115226e-4,0.145,0.2117637581,0.3886276186,0.34,6.5,0.1123552018,0.1027876917,0.62528216700000006,3.6672159547,NA,88.737801726,88.663807007,42742,0.351,0.248,0.1205604846,0.0153132251,NA,NA,NA,4080,3571,4.120313e-4,NA,0.145263184,12.360939431,0.4417582418,0.0248962656,0.1938883035,0.6480637788772583,0.3587566614151001,0.23499795794487,1.2418184280395508,0.4904231625835189,48.4,2245,0.9866369710467706,0,0,0,0,0.009354120267260579,1925,0.28415584415584416,0.2525612472160356,55.233853006681514,7.57238307349666,9.354120267260578,46641,0.5649,1151,19.113814074717638,505,528.0034202650705,253.9546814878153,250.1068832834545,0,0,0,23.94185549380077,Liberty,rural,Mountain,23.3,27.2,36.7,26,21.4,NA,72,71.1,59.3,71.1,72.6,NA,48.7,43.89999999999999,22.59999999999999,45.099999999999994,51.2,NA
MT,30053,Lincoln County,9,0.5,3.7706761697,4.0156636219,6.567647e-4,0.096,0.1879961179,0.9892314725,0.19,7.5,0.1259168022,0.1244020299,0.7826613391,4.5186847782,96.203579187,78.209724776,78.215975076,40602,0.263,0.221,0.1613972705,0.0038839141,383.78028929,8381.8353778,8364.6551731,2580,2481,7.716049e-4,221.2,0.1613272834,13.374485597,0.5288518739,0.07382134,0.1288843607,0.6858333349227905,0.25905346870422363,0.28979814052581787,1.234684944152832,0.4995064678684607,52.1,19249,0.9526209153722272,7.792612603252118e-4,0.010078445633539405,0.003584601797495974,2.0780300275338978e-4,0.02727414411138241,16485,0.1905368516833485,0.24531144475037664,25.559769338666946,16.104732713387712,19.11787625331186,36934,0.4603,7248,99.19977924944811,631,328.2369076040026,244.57764006704932,33.01671153553106,0,0,0,50.64255600142226,Lincoln,urban_cluster,Mountain,20.8,27.5,32.8,28.7,21.9,NA,71.1,69.7,61.8,68.1,72.1,NA,50.3,42.2,29,39.39999999999999,50.2,NA
MT,30055,McCone County,5.5,0.5,3.2776553253,3.2448074979,0,0.088,0.1997568663,0.3788927336,0.44,8.2,0.1061787448,0.0973376636,0.8181818182,3.2103764285,129.87012987,76.614949775,NA,43650,0.248,0.25,0.1158687556,0.0089916506,495.88317678,12770.468509,13327.881197,2474,2493,0,NA,0.1327318372,17.462165308,0.753164557,0.0183673469,0.1664037855,0.7888832092285156,0.3631108105182648,0.30543166399002075,1.4574257135391235,0.46585648148148145,49.1,1728,0.9155092592592593,0,0.07060185185185185,0.004629629629629629,0,0.032407407407407406,1371,0.18672501823486506,0.24594907407407407,39.93055555555555,12.152777777777779,20.25462962962963,46193,0.4385,808,12.376237623762377,559,570.9342560553633,397.92387543252596,173.01038062283735,0,0,0,0,McCone,rural,Mountain,23.4,28.1,29,22.5,14.5,NA,72.4,69.6,65.6,75,81.3,NA,49.00000000000001,41.49999999999999,36.599999999999994,52.5,66.8,NA
MT,30057,Madison County,6.8,0.347826087,3.2632445286,3.3732386435,1.140511e-4,0.063,0.2022846005,0.3548303212,0.23,7.9,0.1069754144,0.0995311351,0.7449008905,3.7184594437,91.128515837,82.162975094,81.499197488,53031,0.241,0.196,0.1188886242,0.0252026342,236.97104853,5490.7301426,6117.6791563,3977,4025,8.562691e-4,73.4,0.1384794954,13.455657492,0.6506729081,0.0354278075,0.1368933728,0.7029901742935181,0.3146267533302307,0.26082706451416016,1.2784440517425537,0.4849405213869906,53,7902,0.9549481144014174,0.004682358896481904,0.00480890913692736,0.0010124019235636548,0,0.033535813718046065,6885,0.21002178649237474,0.25816249050873197,41.255378385218926,22.272842318400404,11.769172361427486,47900,0.4507,4009,33.923671738588176,739,249.6424392146665,118.32011441945131,78.01326225458328,0,0,0,53.309062540631906,Madison,rural,Mountain,20.7,25,35.2,28.5,24.7,NA,72.6,72.9,61.8,69.1,69,NA,51.89999999999999,47.900000000000006,26.59999999999999,40.599999999999994,44.3,NA
MT,30059,Meagher County,4.7,0.5,3.8217184562,3.8942769946,0,0.07,0.1845717707,0.6382866208,0.15,4.3,0.1270962983,0.1211984259,0.7102803738,3.7038891527,130.05310502,82.334276859,82.279981003,44572,0.259,0.23,0.1532032134,0.0032751092,226.95743309,3919.8991788,4076.6474589,5536,5560,0.001080497,NA,0.1697987153,0,0.6453608247,0.0387434555,0.1155934833,0.6677094101905823,0.3277648091316223,0.2925378680229187,1.2880120277404783,0.514,43.9,2000,0.958,0,0.012,0,0,0.041,1557,0.20488118175979447,0.212,48,0,12,41343,0.3663,935,35.294117647058826,602,278.6885245901639,121.09994711792703,132.20518244315176,0,0,0,25.38339502908514,Meagher,rural,Mountain,18.8,25.4,30.8,27.7,19.8,NA,74.7,71.7,64.6,68.9,74.6,NA,55.900000000000006,46.3,33.8,41.2,54.8,NA
MT,30061,Mineral County,8.5,0.1538461538,3.9933512498,4.054430873,2.31696e-4,0.089,0.1865216332,1,0.28,5.9,0.1319858278,0.127637984,0.729841083,4.5706498438,150.49616705,77.152909634,76.335933504,43458,0.277,0.228,0.1615467363,2.474635e-4,430.03944096,10923.504469,11569.49437,1854,1858,4.700353e-4,282,0.1779198375,0,0.5860655738,0.0715948778,0.1064183572,0.71136075258255,0.2701302766799927,0.3022100329399109,1.2837010622024536,0.49427753934191704,52.1,4194,0.9761564139246542,0.0016690510252742013,0.0033381020505484026,0.00715307582260372,0,0.012637100619933238,3560,0.26657303370786517,0.24034334763948498,42.20314735336195,10.491177873152123,9.298998569384835,40117,0.4534,1709,73.72732592159157,571,213.82903149419843,128.1079801089273,35.51977267345489,0,0,0,50.201278711816244,Mineral,rural,Mountain,23.3,29.5,41.8,34.7,25.8,NA,65.8,67.6,52.1,60.3,66.1,NA,42.5,38.099999999999994,10.300000000000004,25.59999999999999,40.3,NA
MT,30063,Missoula County,8.6,0.3466666667,3.7980494474,3.8476659891,8.754872e-4,0.061,0.2533192309,0.9257175272,0.5,7.7,0.1197593313,0.1132866214,0.5874135945,4.8541021856,78.03503635,79.461978197,79.404829795,56207,0.222,0.167,0.1392346786,0.0037020193,300.24503465,6134.3146943,6140.579732,2670,2649,0.0010217897,474.3,0.1697689863,11.409984588,0.7743691242,0.0332968653,0.0863590039,0.7011473774909973,0.24847331643104553,0.2440599948167801,1.1936806440353394,0.4958461363377717,35.4,114231,0.9192513415797813,0.003808073115003808,0.02628883578012974,0.01434811916204883,3.414134516899966e-4,0.030928557046686102,95761,0.3735967669510552,0.20586355717799898,27.29556775306178,42.25648028993881,16.956868100603163,49412,0.4782,65590,60.16161000152462,887,285.2816585696118,140.39469711525265,89.66230249133112,1.0979057447918095,0,1.9304842679255985,52.19626895031062,Missoula,urbanized_area,Mountain,37,51.4,61.8,57.4,53.3,NA,46.1,45.7,35.1,39.6,37.6,NA,9.1,5.699999999999996,26.699999999999996,17.799999999999997,15.699999999999996,NA
MT,30065,Musselshell County,5.2,0.1428571429,3.9319949318,3.9325917863,NA,0.081,0.1755339416,0.5531070956,0.34,7.2,0.1304298174,0.1227742857,0.7140105922,4.4687653445,151.84381779,77.331462261,77.005731894,43371,0.28,0.276,0.1630633853,0.0030674847,366.39372666,6767.2226721,7312.0931608,3929,4049,NA,NA,0.1780968448,8.6225479629,0.5359179019,0.0427878253,0.1236780259,0.7602039575576782,0.23961441218852997,0.30280935764312744,1.302627682685852,0.5031472933277381,49.1,4766,0.9532102391942929,0.008182962652119178,0.006504406210658833,0.014687368862778011,0,0.024129248845992445,3965,0.17957124842370745,0.23877465379773394,33.571128829206884,11.120436424674779,2.517834662190516,38156,0.4418,1963,56.03667855323484,645,332.52534156015867,106.87527545174086,165.49140590568533,0,0,0,60.15866020273248,Musselshell,rural,Mountain,23.2,23.9,27.6,20.4,13.6,NA,71.7,74,68.6,76.2,80.6,NA,48.5,50.1,40.99999999999999,55.8,67,NA
MT,30067,Park County,5.4,0.5789473684,3.4820294048,3.3550063818,5.377629e-4,0.076,0.2019741897,0.599897672,0.29,7.5,0.1123797554,0.1016863383,0.6909374594,3.7717361732,122.13928814,80.302083784,80.198969383,61044,0.243,0.252,0.1279737183,0.0047381061,288.28321275,7524.9414903,7637.6168153,3670,3600,0.0013453189,201.8,0.1408404282,15.287714792,0.7168164313,0.0383133076,0.1014150943,0.692089855670929,0.2535665035247803,0.3029637336730957,1.2486200332641602,0.5004062246109618,46.4,16001,0.9618148865695894,0.002874820323729767,0.0071245547153302915,0.001187425785888382,7.499531279295044e-4,0.02724829698143866,13516,0.2381621781592187,0.22486094619086308,25.435910255609027,29.435660271233047,24.998437597650145,44920,0.4504,8398,28.1019290307216,761,295.40803274494755,157.39319519058583,96.18828344845228,0,0,0,41.826554105909445,Park,urban_cluster,Mountain,29.1,38.9,42.5,43.1,38.4,NA,61.1,58.1,44.6,53.7,53.2,NA,32,19.200000000000003,2.1000000000000014,10.6,14.800000000000004,NA
MT,30069,Petroleum County,5.1,0.5,3.5540464852,3.4645196361,0,0.043,0.202897584,0.0587044534,0.28,4.9,0.1151790605,0.105321808,0.6737967914,4.2807539683,NA,NA,NA,41009,0.27,0.217,0.1273508144,0,NA,NA,NA,NA,NA,0,NA,0.1471489552,0,0.8170731707,0.0418118467,0.1179487179,0.7153326869010925,0.20292243361473083,0.29681792855262756,1.2150731086730957,0.48123620309050774,51.7,453,0.9845474613686535,0,0,0.01545253863134658,0,0,399,0.14285714285714285,0.20309050772626933,55.18763796909492,35.32008830022075,11.037527593818986,46429,0.419,270,51.85185185185185,475,319.83805668016197,0,319.83805668016197,0,0,0,0,Petroleum,rural,Mountain,11.8,18.8,22.7,16.4,9.3,NA,83,78.1,75.7,80.5,86.3,NA,71.2,59.3,53,64.1,77,NA
MT,30071,Phillips County,4.8,0.625,4.0166588465,3.9883110686,2.45459e-4,0.106,0.2064533597,0.646132142,0.39,7.3,0.1330545772,0.1249369709,0.7610169492,3.8736953562,120.84884227,78.919271687,79.736291306,44730,0.348,0.295,0.1578226434,0,299.25430881,6000.4469479,5164.5196273,5358,5072,2.427774e-4,267.1,0.1768961845,7.2833211945,0.6268656716,0.0453597497,0.1423622047,0.6126939654350281,0.27895763516426086,0.25162529945373535,1.143276929855347,0.49359748731577674,46.4,4139,0.858661512442619,0,0.11210437303696545,0.00362406378352259,0,0.023435612466779415,3349,0.244252015527023,0.2532012563421116,50.73689296931626,15.221067890794878,38.41507610533945,42101,0.4342,1884,89.17197452229298,459,506.9362802727486,320.0094051257936,154.00893486950386,0,0,0,32.91794027745121,Phillips,rural,Mountain,19,21,28.7,21.1,14.6,NA,77.5,77.3,64,75.8,79.4,NA,58.5,56.3,35.3,54.7,64.80000000000001,NA
MT,30073,Pondera County,6,1,3.8632234007,4.001120439,3.348962e-4,0.121,0.2057037594,0.48545425,0.39,6.3,0.1282932276,0.1241197769,0.7369914853,4.5803128046,101.90999047,77.369136307,79.871923863,42890,0.349,0.238,0.1682344185,0.0079943152,395.2773632,8215.3762896,5800.8412747,1993,2014,5.033557e-4,184.6,0.1898557132,15.100671141,0.6050552923,0.040560472,0.13574177,0.6333317756652832,0.25077518820762634,0.30093488097190857,1.185041904449463,0.506002302252919,40.5,6081,0.8210820588718961,0.0041111659266568,0.1486597599079099,0.003124486104259168,0,0.019240256536753823,4829,0.29343549389107476,0.227923038973853,49.82733103108041,21.871402729814175,9.86679822397632,44597,0.4249,2814,57.569296375266525,635,487.24199577441897,296.11571591093775,146.2701121404193,0,0,0,44.856167723061915,Pondera,urban_cluster,Mountain,27.3,33.4,42.4,35.9,27.1,NA,67.3,64.8,55,61.5,66.1,NA,40,31.4,12.6,25.6,38.99999999999999,NA
MT,30075,Powder River County,5.5,0.5,3.6564820239,3.6735645891,0,0.092,0.1983649007,0.1755593804,0.43,7.2,0.119182592,0.1122307529,0.7243172952,3.72649296,114.02508552,84.328624484,NA,47378,0.268,0.274,0.1418500621,0,NA,NA,NA,1624,1637,0,285.4,0.1548837048,0,0.6776556777,0.0288362513,0.1468315301,0.7066851258277893,0.18609188497066495,0.2838667035102844,1.1766437292099,0.5180124223602485,51.4,1610,0.9465838509316771,0,0.014906832298136646,0,0,0.024844720496894408,1412,0.20254957507082152,0.2968944099378882,93.7888198757764,42.2360248447205,17.391304347826086,51136,0.3972,977,23.541453428863868,546,377.5100401606425,143.4308663224326,215.14629948364887,0,0,0,18.9328743545611,Powder River,rural,Mountain,11.4,15,14.8,16.6,12.1,NA,85.3,83.2,57.1,81.1,84,NA,73.89999999999999,68.2,42.3,64.5,71.9,NA
MT,30077,Powell County,6.9,0.3333333333,3.5887287549,3.7732784517,4.305396e-4,0.115,0.2253850228,0.8310801195,0.27,7.7,0.1160906904,0.1141937779,0.6842546064,3.5444352159,107.65202211,78.062934454,78.271675148,48966,0.316,0.259,0.1497353277,6.046863e-4,374.28247641,6893.6978144,6799.9343113,3867,3956,5.886681e-4,382.6,0.1788678578,8.8300220751,0.4325374792,0.0413194444,0.1078680203,0.6703307032585144,0.28836023807525635,0.3472002446651459,1.3058911561965942,0.38076474022183304,45.6,6852,0.9108289550496206,0.006275539988324577,0.04495037945125511,0.010799766491535318,0,0.02072387624051372,6055,0.2764657308009909,0.2504378283712785,36.923525977816695,47.43140688849971,9.486281377699942,44352,0.4343,2590,14.671814671814671,577,240.64323324320478,97.62345239789384,61.90408424647787,0,0,0,81.11569659883307,Powell,urban_cluster,Mountain,22.5,26.9,34.7,32,19.7,NA,69.6,70.4,57.2,65.1,72.6,NA,47.099999999999994,43.50000000000001,22.5,33.099999999999994,52.89999999999999,NA
MT,30079,Prairie County,5.4,0.6666666667,3.3865578554,3.2398292157,0,0.086,0.1940371076,0.032230704,0.28,5.7,0.1086346728,0.0980010807,0.8685185185,3.7510606061,NA,NA,NA,42754,0.349,0.243,0.1235395805,0,492.78677887,9967.1118961,10794.831352,3007,3045,0,NA,0.1317165581,0,0.6042553191,0.0365853659,0.1144736842,0.7840051054954529,0.3194594979286194,0.287986695766449,1.391451358795166,0.48603773584905663,51,1325,0.9879245283018868,0,0.012075471698113207,0,0,0.012830188679245283,1063,0.16839134524929444,0.2339622641509434,67.9245283018868,39.24528301886793,27.924528301886795,50850,0.4192,642,24.922118380062305,437,426.63273960983884,279.050042408821,147.5826972010178,0,0,0,0,Prairie,rural,Mountain,22,24.6,25.4,23.8,14.5,NA,72.5,74.2,60.6,74,80.7,NA,50.5,49.6,35.2,50.2,66.2,NA
MT,30081,Ravalli County,8.7,0.5555555556,3.9574367581,3.7367519083,4.864264e-4,0.066,0.1908084828,0.7211528897,0.37,8.2,0.1239717872,0.1163169679,0.7611059154,4.3397445238,94.184353981,79.7359951,79.515762687,50055,0.265,0.239,0.1362725791,3.001276e-4,294.31901378,6657.96951,6820.268688,3193,3237,6.108592e-4,171.5,0.1532736336,10.572563024,0.6378237052,0.041932406,0.1270955042,0.7060816884040833,0.24425466358661652,0.21788707375526428,1.1682233810424805,0.502887380095199,48.5,41387,0.9578853263101941,9.906492376833306e-4,0.006306328074032909,0.00604054413221543,0,0.03341629013941576,34750,0.21113669064748203,0.24198419793655013,25.539420591006838,18.339091985406046,21.576823640273517,44733,0.4408,18828,67.93074144890589,814,291.18173679498653,170.0984780662489,55.33174176862628,0,0,0,65.7515169601114,Ravalli,urban_cluster,Mountain,25.8,30.9,38,32.8,27.6,NA,65.2,66.8,58.8,64.4,65.7,NA,39.400000000000006,35.9,20.799999999999997,31.60000000000001,38.1,NA
MT,30083,Richland County,6.2,0.6,3.2402764479,3.1243632412,4.581692e-4,0.076,0.2302819971,0.6123537862,0.5,8.1,0.1035445845,0.0943866972,0.6349877587,3.7429678395,78.988941548,78.162133474,78.019539557,67242,0.309,0.284,0.1182028494,0.0160865475,378.0210916,7790.1363844,7944.4774488,2268,2317,4.529396e-4,280.8,0.1407001498,18.117583114,0.6057007126,0.030565461,0.1069924179,0.7403365969657898,0.26997020840644836,0.2677801549434662,1.2780869007110596,0.49188952213941256,38,11405,0.9398509425690487,0,0.036650591845681715,0.004734765453748356,0,0.052082419991231914,8985,0.2691151919866444,0.2331433581762385,31.65278386672512,19.202104340201668,9.29416922402455,66572,0.4341,6171,25.603629881704748,715,579.9302277857583,392.3660989123743,157.91093782064436,0,0,0,29.653191052739587,Richland,urban_cluster,Mountain,25.2,26,26.6,21.6,13.8,NA,70.9,72.2,70.5,75.6,80.2,NA,45.7,46.2,43.9,53.99999999999999,66.4,NA
MT,30085,Roosevelt County,6.3,0.5652173913,4.7691950298,5.1225472639,5.425445e-4,0.172,0.2198996163,0.486618705,0.28,4.8,0.1643506463,0.1652264968,0.6140684411,6.7555788737,156.38883952,68.323739418,77.524959214,40179,0.352,0.285,0.2320460804,0.0013718765,793.61218671,19911.880785,8027.3028089,3463,2470,3.604253e-4,1648.9,0.311958458,4.5053162732,0.5085175788,0.045729657,0.1959162304,0.5898134112358093,0.33481937646865845,0.3688533306121826,1.2934861183166504,0.5058834016758781,30.2,11218,0.3694063112854341,0.0018719914423248351,0.5544660367266893,0.004100552683187734,0,0.032715279015867356,8100,0.4414814814814815,0.1888037083259048,77.46478873239435,17.828489926903192,18.809056872882866,39219,0.4994,4270,101.87353629976582,421,628.3932853717027,300.2398081534772,227.81774580335733,0,0,0,100.3357314148681,Roosevelt,urban_cluster,Mountain,54,54.5,51.8,56.8,42.7,NA,42.1,43.7,29.8,41.2,49.2,NA,11.9,10.799999999999995,21.999999999999996,15.599999999999994,6.5,NA
MT,30087,Rosebud County,6.1,0.48,4.0130131494,4.0541087934,4.41355e-4,0.125,0.21273078,0.5471677678,0.27,7.4,0.1326874968,0.1271319174,0.7105179536,4.7223766668,138.16329174,73.307240179,80.984761037,57674,0.319,0.246,0.1702807425,0.0010505428,555.07918049,14405.883797,5181.7341958,4214,3169,5.406574e-4,1535.5,0.2099619251,15.138408304,0.612193903,0.0529154893,0.1382303407,0.6710200905799866,0.37498369812965393,0.31703415513038635,1.3630379438400269,0.4991390443392165,36.5,9292,0.5964270340077485,8.609556607834697e-4,0.3704261730520878,0.009147653895824365,0,0.04767541971588463,7103,0.28086723919470646,0.22621609987085664,60.482135170038745,21.631510977184675,37.12871287128713,54709,0.4267,4412,86.12873980054397,567,556.0489548359146,209.7909671829308,278.67432037257663,0,0,0,67.58366728040724,Rosebud,rural,Mountain,40.7,42.4,50.4,40.4,28.6,NA,53.3,55.3,46.4,56.9,65.2,NA,12.599999999999994,12.9,4,16.5,36.6,NA
MT,30089,Sanders County,9.5,0.619047619,4.0862642223,4.4698279366,3.377237e-4,0.105,0.1770539433,0.8319460265,0.22,6,0.1359493114,0.137093486,0.7653947103,4.1145821586,98.634688262,77.529433585,77.391274087,39861,0.248,0.288,0.1727685783,0.0016378526,409.29846824,9974.0749073,10161.598913,2860,2600,7.685082e-4,145.2,0.1837693074,6.8311843566,0.4918463966,0.063798531,0.155951783,0.6825924515724182,0.26902905106544495,0.3205602169036865,1.272181749343872,0.4880848081303662,52.7,11414,0.9205361836341335,0.0014017872787804452,0.03644646924829157,0.005256702295426669,8.761170492377782e-5,0.02680918170667601,9773,0.18274838841706742,0.2247240231294901,26.02067636236201,12.440862099176451,8.673558787454004,36445,0.4664,4418,75.5998189225894,598,234.2066065013581,155.96249890475775,30.666783492508543,0,0,0,47.57732410409182,Sanders,rural,Mountain,24.7,29.1,33.6,29.1,20.5,NA,66.6,67.2,60.7,67.4,72,NA,41.89999999999999,38.1,27.1,38.3,51.5,NA
